C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_167.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_167.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_167.jpg, 0, 0, 0, 7.799283E-05
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_268.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_268.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_268.jpg, 0, 0, 0, 7.808295E-05
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_371.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_371.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_371.jpg, 0, 0, 0, 7.77657E-05
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_472.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_472.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_472.jpg, 0, 0, 0, 7.814216E-05
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_574.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_574.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_574.jpg, 0, 0, 0, 7.832564E-05
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_676.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_676.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_676.jpg, 0, 0, 0, 7.811205E-05
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_780.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_780.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_780.jpg, 0, 0, 0, 7.823468E-05
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_882.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_882.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_882.jpg, 0, 0.2129223, 0, 0.1174424
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_58_59_984.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_58_59_984.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_58_59_984.jpg, 0, 0.5152612, 0, 0.5612718
C:\Users\farle\Desktop\Data self driving car\IMG\center_2023_12_23_22_59_00_085.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\left_2023_12_23_22_59_00_085.jpg, C:\Users\farle\Desktop\Data self driving car\IMG\right_2023_12_23_22_59_00_085.jpg, 0, 0.8078603, 0, 1.345921
